日,TensorFlow: (日本),PyTorch: (日本),Keras: (日本),Caffe: (日本),Deeplearning4j: (日本)
2020/6/18,27,0,26,59,0
2020/6/19,28,0,0,0,0
2020/6/20,0,40,0,0,0
2020/6/21,0,0,20,0,28
2020/6/22,0,0,0,0,19
2020/6/23,0,23,34,0,0
2020/6/24,0,0,0,27,0
2020/6/25,0,36,39,0,0
2020/6/26,28,0,0,0,0
2020/6/27,0,0,0,0,0
2020/6/28,0,0,0,0,30
2020/6/29,0,0,0,0,0
2020/6/30,27,57,0,19,0
2020/7/1,0,0,0,0,0
2020/7/2,0,0,0,0,18
2020/7/3,0,0,0,0,0
2020/7/4,17,22,20,47,0
2020/7/5,18,0,0,0,0
2020/7/6,0,0,0,0,0
2020/7/7,0,0,35,0,0
2020/7/8,0,33,0,0,0
2020/7/9,0,0,0,20,0
2020/7/10,0,0,0,13,0
2020/7/11,12,0,0,14,0
2020/7/12,0,0,0,0,0
2020/7/13,0,18,14,0,13
2020/7/14,0,0,0,0,0
2020/7/15,23,0,0,0,0
2020/7/16,0,0,21,14,22
2020/7/17,0,13,30,0,0
2020/7/18,27,0,13,0,0
2020/7/19,27,0,0,38,0
2020/7/20,27,0,0,0,0
2020/7/21,0,0,27,0,0
2020/7/22,0,0,0,23,45
2020/7/23,15,0,0,19,0
2020/7/24,0,0,0,0,0
2020/7/25,80,0,15,0,0
2020/7/26,0,0,0,44,0
2020/7/27,0,0,0,0,0
2020/7/28,44,0,20,0,0
2020/7/29,0,0,0,38,0
2020/7/30,0,0,0,0,0
2020/7/31,0,0,33,0,0
2020/8/1,0,0,15,0,0
2020/8/2,0,0,0,0,0
2020/8/3,13,0,0,0,0
2020/8/4,0,13,0,0,30
2020/8/5,0,0,19,0,0
2020/8/6,16,0,0,13,21
2020/8/7,24,0,0,24,0
2020/8/8,0,16,16,0,0
2020/8/9,0,0,0,0,0
2020/8/10,18,0,0,0,0
2020/8/11,0,12,0,0,0
2020/8/12,0,0,0,0,0
2020/8/13,0,0,0,0,0
2020/8/14,0,0,20,13,0
2020/8/15,16,0,0,0,0
2020/8/16,0,0,0,0,0
2020/8/17,0,0,0,0,0
2020/8/18,29,28,0,14,32
2020/8/19,0,0,21,21,19
2020/8/20,0,22,0,26,0
2020/8/21,0,0,40,0,13
2020/8/22,0,0,0,42,0
2020/8/23,13,0,0,0,0
2020/8/24,0,0,0,0,0
2020/8/25,0,14,0,0,0
2020/8/26,0,58,0,0,0
2020/8/27,0,0,27,0,0
2020/8/28,19,0,0,0,14
2020/8/29,14,0,0,0,0
2020/8/30,0,0,0,15,0
2020/8/31,17,15,13,0,22
2020/9/1,0,0,12,0,0
2020/9/2,0,0,0,13,0
2020/9/3,16,0,16,25,0
2020/9/4,0,0,0,0,0
2020/9/5,18,0,0,0,0
2020/9/6,48,13,0,0,0
2020/9/7,16,0,0,0,0
2020/9/8,0,18,0,0,0
2020/9/9,0,0,0,0,0
2020/9/10,0,0,0,17,0
2020/9/11,0,0,19,0,13
2020/9/12,0,0,0,14,0
2020/9/13,0,0,13,0,0
2020/9/14,0,0,0,0,0
2020/9/15,0,0,38,0,19
2020/9/16,28,0,0,0,0
2020/9/17,0,0,33,0,0
2020/9/18,0,0,0,0,22
2020/9/19,0,32,0,0,0
2020/9/20,0,0,0,0,0
2020/9/21,0,0,0,0,51
2020/9/22,0,17,0,0,12
2020/9/23,18,87,0,0,0
2020/9/24,55,17,0,0,33
2020/9/25,0,15,0,0,0
2020/9/26,24,0,0,29,0
2020/9/27,0,0,43,13,0
2020/9/28,0,0,14,0,0
2020/9/29,0,0,40,0,24
2020/9/30,0,0,0,0,0
2020/10/1,0,18,0,0,22
2020/10/2,0,0,0,0,0
2020/10/3,0,17,0,0,0
2020/10/4,0,15,0,0,0
2020/10/5,0,17,0,0,0
2020/10/6,0,0,0,39,0
2020/10/7,18,0,19,0,0
2020/10/8,15,54,24,0,0
2020/10/9,0,0,0,17,0
2020/10/10,31,0,22,25,0
2020/10/11,59,0,0,0,0
2020/10/12,20,0,0,0,0
2020/10/13,0,18,13,33,36
2020/10/14,0,0,15,0,0
2020/10/15,0,18,0,16,0
2020/10/16,0,0,0,0,0
2020/10/17,0,0,0,0,0
2020/10/18,0,0,0,0,0
2020/10/19,0,0,0,0,0
2020/10/20,0,0,39,0,0
2020/10/21,0,0,0,0,0
2020/10/22,0,0,0,44,0
2020/10/23,27,19,0,0,40
2020/10/24,0,0,0,28,0
2020/10/25,0,0,0,37,0
2020/10/26,19,14,33,0,0
2020/10/27,0,0,0,0,0
2020/10/28,30,36,0,0,0
2020/10/29,49,23,0,26,0
2020/10/30,32,0,0,0,0
2020/10/31,0,0,0,0,0
2020/11/1,0,0,0,0,0
2020/11/2,0,0,0,0,0
2020/11/3,0,0,0,0,0
2020/11/4,28,50,0,0,21
2020/11/5,0,0,0,0,0
2020/11/6,16,0,0,33,0
2020/11/7,23,0,0,0,26
2020/11/8,0,0,16,0,0
2020/11/9,0,0,0,0,35
2020/11/10,0,0,0,0,33
2020/11/11,0,0,19,19,0
2020/11/12,0,0,36,0,19
2020/11/13,15,0,26,0,0
2020/11/14,0,0,0,0,0
2020/11/15,0,0,0,0,20
2020/11/16,0,0,15,0,0
2020/11/17,36,0,0,0,19
2020/11/18,0,0,0,0,0
2020/11/19,19,26,23,0,0
2020/11/20,0,0,0,0,0
2020/11/21,0,0,35,0,0
2020/11/22,29,0,0,0,0
2020/11/23,24,24,0,0,0
2020/11/24,0,0,0,0,0
2020/11/25,0,0,0,0,14
2020/11/26,0,0,0,0,0
2020/11/27,0,0,0,22,0
2020/11/28,0,0,0,0,0
2020/11/29,13,23,0,0,0
2020/11/30,0,0,0,0,0
2020/12/1,31,0,0,0,0
2020/12/2,87,0,0,18,0
2020/12/3,0,0,0,0,22
2020/12/4,0,0,0,0,0
2020/12/5,0,100,0,36,0
2020/12/6,0,0,0,0,0
2020/12/7,0,0,22,0,0
2020/12/8,24,0,0,0,0
2020/12/9,16,17,34,0,0
2020/12/10,0,20,0,0,0
2020/12/11,0,0,0,0,26
2020/12/12,22,38,0,0,0
2020/12/13,0,0,0,0,0
2020/12/14,0,0,36,0,25
2020/12/15,24,0,0,0,0
2020/12/16,0,0,0,0,0
2020/12/17,0,23,19,0,0
2020/12/18,0,28,0,0,0
2020/12/19,0,0,16,0,0
2020/12/20,0,39,0,0,0
2020/12/21,0,0,0,0,0
2020/12/22,16,0,0,0,0
2020/12/23,0,0,15,0,0
2020/12/24,60,19,0,0,0
2020/12/25,0,63,0,0,0
2020/12/26,0,0,0,28,0
2020/12/27,0,0,49,0,0
2020/12/28,0,36,0,30,0
2020/12/29,0,0,0,0,0
2020/12/30,0,0,0,0,0
2020/12/31,13,0,0,0,0
2021/1/1,0,0,0,16,0
2021/1/2,0,13,0,0,0
2021/1/3,13,0,0,19,0
2021/1/4,0,0,0,22,0
2021/1/5,0,0,0,0,0
2021/1/6,0,0,18,0,0
2021/1/7,0,0,0,0,0
2021/1/8,0,0,26,17,0
2021/1/9,11,0,0,0,0
2021/1/10,0,0,0,0,0
2021/1/11,0,13,0,0,0
2021/1/12,14,0,0,0,0
2021/1/13,11,0,0,16,17
2021/1/14,0,29,0,0,25
2021/1/15,0,12,0,26,15
2021/1/16,15,0,0,17,0
2021/1/17,0,21,0,0,0
2021/1/18,14,25,10,0,0
2021/1/19,0,0,0,0,0
2021/1/20,13,63,0,0,0
2021/1/21,0,30,0,0,0
2021/1/22,15,10,0,0,0
2021/1/23,15,0,0,0,0
2021/1/24,0,13,0,0,0
2021/1/25,0,0,0,0,0
2021/1/26,0,0,28,0,0
2021/1/27,0,0,26,0,0
2021/1/28,0,0,0,21,0
2021/1/29,0,0,0,0,0
2021/1/30,0,11,0,0,0
2021/1/31,21,21,0,0,0
2021/2/1,0,15,0,0,0
2021/2/2,0,0,0,0,0
2021/2/3,0,0,18,23,0
2021/2/4,0,0,0,0,0
2021/2/5,36,0,0,0,0
2021/2/6,0,0,0,0,0
2021/2/7,0,0,0,0,0
2021/2/8,0,0,11,0,0
2021/2/9,0,0,0,0,0
2021/2/10,0,0,0,0,21
2021/2/11,0,0,0,0,12
2021/2/12,0,10,0,0,0
2021/2/13,0,0,0,0,0
2021/2/14,0,0,13,12,0
2021/2/15,16,10,0,0,0
2021/2/16,0,0,16,0,0
2021/2/17,12,28,0,0,26
2021/2/18,11,0,0,0,0
2021/2/19,0,70,0,0,0
2021/2/20,14,0,0,0,0
2021/2/21,0,0,0,10,0
2021/2/22,0,0,0,0,0
2021/2/23,0,0,23,10,18
2021/2/24,0,0,0,15,0
2021/2/25,17,0,0,0,0
2021/2/26,0,34,0,16,12
2021/2/27,31,18,0,0,0
2021/2/28,0,11,0,0,0
2021/3/1,0,20,0,0,0
2021/3/2,0,0,0,0,0
2021/3/3,0,0,22,0,0
2021/3/4,0,0,0,0,0
2021/3/5,0,17,0,0,0
2021/3/6,0,0,0,0,0
2021/3/7,0,0,0,11,0
2021/3/8,0,0,0,0,0
2021/3/9,0,0,0,0,0
2021/3/10,0,0,0,0,0
2021/3/11,13,0,0,0,0
2021/3/12,0,37,0,0,0
2021/3/13,0,0,0,10,0
2021/3/14,12,13,0,0,0
2021/3/15,0,0,0,0,0
2021/3/16,0,0,0,0,0
2021/3/17,0,18,0,0,22
2021/3/18,0,0,0,0,0
2021/3/19,0,0,0,0,0
2021/3/20,0,15,0,0,0
2021/3/21,0,0,0,0,0
2021/3/22,0,11,0,0,9
2021/3/23,18,16,0,12,0
2021/3/24,12,12,0,0,0
2021/3/25,0,0,10,0,0
2021/3/26,10,0,0,0,0
2021/3/27,15,0,0,0,0
2021/3/28,0,0,0,0,40
2021/3/29,0,0,0,0,0
2021/3/30,0,0,0,0,0
2021/3/31,0,0,0,0,0
2021/4/1,0,14,0,16,0
2021/4/2,0,0,11,0,0
2021/4/3,0,26,0,0,0
2021/4/4,0,0,0,0,0
2021/4/5,0,0,14,0,0
2021/4/6,0,16,0,0,0
2021/4/7,0,0,0,10,0
2021/4/8,0,100,0,12,0
2021/4/9,0,30,10,0,0
2021/4/10,54,0,0,0,0
2021/4/11,0,31,0,0,0
2021/4/12,0,0,25,0,13
2021/4/13,0,0,0,0,0
2021/4/14,0,0,0,0,0
2021/4/15,0,16,0,0,19
2021/4/16,0,33,0,23,12
2021/4/17,0,0,0,23,11
2021/4/18,16,0,0,0,0
2021/4/19,0,12,0,60,11
2021/4/20,10,0,0,0,22
2021/4/21,0,14,0,0,0
2021/4/22,0,0,0,0,22
2021/4/23,0,0,0,14,0
2021/4/24,31,0,0,14,0
2021/4/25,0,0,0,17,0
2021/4/26,0,0,0,0,0
2021/4/27,0,0,16,12,0
2021/4/28,11,9,0,17,0
2021/4/29,10,0,0,15,0
2021/4/30,0,0,0,22,0
2021/5/1,0,15,0,0,15
2021/5/2,10,0,0,12,0
2021/5/3,0,0,0,0,0
2021/5/4,0,0,0,0,12
2021/5/5,0,0,36,0,0
2021/5/6,0,30,0,0,0
2021/5/7,0,10,0,0,0
2021/5/8,0,0,0,0,0
2021/5/9,0,0,15,22,0
2021/5/10,0,0,0,0,0
2021/5/11,11,0,0,0,0
2021/5/12,0,11,16,0,0
2021/5/13,12,20,21,0,0
2021/5/14,0,0,0,17,0
2021/5/15,0,55,0,0,0
2021/5/16,0,0,0,0,0
2021/5/17,0,24,0,0,0
2021/5/18,14,15,12,0,0
2021/5/19,0,11,0,0,0
2021/5/20,29,11,0,0,13
2021/5/21,0,0,0,0,0
2021/5/22,13,0,33,0,0
2021/5/23,0,17,0,0,0
2021/5/24,0,0,27,0,0
2021/5/25,33,15,0,0,0
2021/5/26,0,20,0,0,0
2021/5/27,0,0,0,0,0
2021/5/28,0,0,0,0,0
2021/5/29,0,13,23,22,0
2021/5/30,0,12,0,0,26
2021/5/31,0,0,0,0,0
2021/6/1,0,0,0,0,13
2021/6/2,14,0,0,10,12
2021/6/3,0,0,0,0,0
2021/6/4,0,10,16,0,0
2021/6/5,0,12,0,0,16
2021/6/6,0,23,0,0,0
2021/6/7,0,14,0,0,0
2021/6/8,0,12,20,0,0
2021/6/9,0,0,0,0,0
2021/6/10,11,0,0,20,0
2021/6/11,12,0,0,16,10
2021/6/12,24,0,0,0,14
2021/6/13,11,0,0,0,19
2021/6/14,18,0,10,0,0
2021/6/15,0,0,0,0,0
2021/6/16,0,31,0,44,0
2021/6/17,0,0,0,16,0
2021/6/18,38,17,0,25,0
2021/6/19,0,17,0,0,0
2021/6/20,0,0,0,0,0
2021/6/21,0,12,0,0,0
2021/6/22,0,0,0,0,14
2021/6/23,17,20,0,0,16
2021/6/24,0,0,0,0,0
2021/6/25,0,0,0,0,0
2021/6/26,0,10,0,0,11
2021/6/27,0,0,0,0,16
2021/6/28,0,0,0,24,11
2021/6/29,0,19,10,0,18
2021/6/30,19,0,0,0,0
2021/7/1,0,17,0,0,0
2021/7/2,0,0,29,0,0
2021/7/3,0,0,0,0,38
2021/7/4,0,0,0,0,0
2021/7/5,0,0,26,0,0
2021/7/6,0,0,0,0,0
2021/7/7,0,23,23,17,0
2021/7/8,0,0,0,0,0
2021/7/9,0,0,0,20,0
2021/7/10,0,0,0,0,0
2021/7/11,0,39,0,0,0
2021/7/12,0,0,26,0,0
2021/7/13,19,0,0,0,0
2021/7/14,0,0,0,0,0
2021/7/15,0,0,24,0,0
2021/7/16,47,0,0,0,0
2021/7/17,0,0,16,0,0
2021/7/18,41,15,0,0,0
2021/7/19,0,0,0,0,0
2021/7/20,24,0,0,0,0
2021/7/21,53,0,42,0,0
2021/7/22,0,0,0,0,0
2021/7/23,0,0,0,17,0
2021/7/24,0,0,0,0,0
2021/7/25,0,0,0,40,16
2021/7/26,0,0,0,0,0
2021/7/27,0,0,15,0,0
2021/7/28,0,0,27,0,0
2021/7/29,0,0,17,0,0
2021/7/30,20,0,0,29,0
2021/7/31,0,0,25,0,0
2021/8/1,0,0,36,0,0
2021/8/2,0,50,0,0,0
2021/8/3,0,0,0,0,26
2021/8/4,22,0,0,0,0
2021/8/5,0,96,44,0,0
2021/8/6,0,19,0,43,0
2021/8/7,0,18,0,21,29
2021/8/8,0,14,31,45,0
2021/8/9,0,0,0,0,0
2021/8/10,0,0,21,0,0
2021/8/11,0,0,0,0,0
2021/8/12,23,0,0,0,0
2021/8/13,15,60,0,0,14
2021/8/14,0,0,0,30,0
2021/8/15,51,0,0,0,0
2021/8/16,0,0,0,0,0
2021/8/17,0,0,0,0,0
2021/8/18,0,17,0,18,0
2021/8/19,0,0,0,0,0
2021/8/20,0,0,0,0,0
2021/8/21,0,16,19,0,0
2021/8/22,17,0,0,0,0
2021/8/23,0,49,0,0,0
2021/8/24,57,0,48,0,0
2021/8/25,0,0,0,0,0
2021/8/26,0,0,0,0,23
2021/8/27,0,0,0,0,0
2021/8/28,0,0,0,0,27
2021/8/29,0,0,0,30,0
2021/8/30,0,31,0,0,16
2021/8/31,0,64,19,0,0
2021/9/1,0,26,0,30,0
2021/9/2,0,21,22,0,0
2021/9/3,0,0,0,0,0
2021/9/4,0,19,0,0,0
2021/9/5,0,0,0,0,0
2021/9/6,25,52,41,0,0
2021/9/7,0,0,0,0,0
2021/9/8,0,18,0,0,0
2021/9/9,0,16,0,0,0
2021/9/10,0,0,0,0,0
2021/9/11,18,0,0,29,0
2021/9/12,0,0,0,0,0
2021/9/13,0,0,0,0,0
2021/9/14,0,0,0,0,0
2021/9/15,0,19,22,0,0
2021/9/16,0,0,0,0,0
2021/9/17,50,0,27,0,0
2021/9/18,0,31,0,0,45
2021/9/19,0,0,20,0,0
2021/9/20,26,0,27,0,0
2021/9/21,0,0,0,15,17
2021/9/22,0,0,18,0,0
2021/9/23,35,42,0,0,0
2021/9/24,0,38,0,20,0
2021/9/25,0,0,0,0,0
2021/9/26,0,0,0,21,0
2021/9/27,0,0,0,0,0
2021/9/28,0,0,0,0,0
2021/9/29,28,28,0,0,0
2021/9/30,0,0,0,0,0
2021/10/1,58,0,0,0,0
2021/10/2,0,0,0,0,0
2021/10/3,0,0,0,0,0
2021/10/4,0,0,0,0,0
2021/10/5,0,18,0,0,0
2021/10/6,0,0,0,0,0
2021/10/7,0,0,0,0,0
2021/10/8,0,0,0,0,50
2021/10/9,44,0,0,0,0
2021/10/10,20,0,0,0,0
2021/10/11,0,49,0,0,0
2021/10/12,16,0,0,0,0
2021/10/13,0,0,0,0,0
2021/10/14,0,0,24,0,0
2021/10/15,21,18,0,0,0
2021/10/16,0,0,0,0,0
2021/10/17,0,0,0,0,0
2021/10/18,0,26,0,0,0
2021/10/19,0,24,0,38,0
2021/10/20,0,20,0,0,0
2021/10/21,19,0,18,60,0
2021/10/22,17,0,0,0,0
2021/10/23,0,0,0,0,0
2021/10/24,61,0,0,0,0
2021/10/25,0,16,0,0,0
2021/10/26,30,21,0,0,0
2021/10/27,0,0,0,0,0
2021/10/28,0,0,40,0,0
2021/10/29,0,0,54,0,100
2021/10/30,0,34,0,0,0
2021/10/31,0,30,0,0,0
2021/11/1,0,0,0,0,0
2021/11/2,0,24,0,0,0
2021/11/3,0,0,0,0,0
2021/11/4,21,0,0,0,0
2021/11/5,0,0,0,0,0
2021/11/6,0,0,0,0,0
2021/11/7,0,0,0,56,0
2021/11/8,28,0,0,0,0
2021/11/9,0,0,0,0,0
2021/11/10,0,0,0,0,0
2021/11/11,0,0,0,0,0
2021/11/12,0,0,17,0,0
2021/11/13,0,31,0,0,0
2021/11/14,0,17,0,28,37
2021/11/15,0,0,0,0,45
2021/11/16,0,24,0,0,0
2021/11/17,0,0,0,0,0
2021/11/18,0,32,36,0,0
2021/11/19,0,44,0,0,0
2021/11/20,20,29,0,0,0
2021/11/21,16,17,56,0,26
2021/11/22,0,42,0,0,0
2021/11/23,0,0,0,0,63
2021/11/24,0,39,0,0,0
2021/11/25,0,0,0,0,0
2021/11/26,0,0,0,0,0
2021/11/27,20,0,0,0,27
2021/11/28,0,0,19,0,0
2021/11/29,27,29,0,0,0
2021/11/30,15,0,0,0,0
2021/12/1,16,0,56,0,0
2021/12/2,0,0,0,0,0
2021/12/3,0,0,0,0,0
2021/12/4,0,0,47,0,0
2021/12/5,0,0,29,37,0
2021/12/6,0,25,0,0,30
2021/12/7,0,0,28,19,0
2021/12/8,0,0,0,0,25
2021/12/9,0,0,0,0,0
2021/12/10,34,0,0,0,0
2021/12/11,0,0,0,73,38
2021/12/12,0,0,0,0,0
2021/12/13,0,38,0,0,0
2021/12/14,0,51,0,0,40
2021/12/15,0,0,0,21,0
2021/12/16,0,0,0,0,0
2021/12/17,16,0,20,0,20
2021/12/18,0,0,0,0,0
2021/12/19,0,0,0,0,0
2021/12/20,17,0,0,0,0
2021/12/21,0,0,0,0,0
2021/12/22,0,27,0,0,0
2021/12/23,61,0,0,0,0
2021/12/24,0,0,0,0,0
2021/12/25,0,0,0,0,22
2021/12/26,0,0,0,0,37
2021/12/27,0,0,0,0,0
2021/12/28,17,0,0,0,0
2021/12/29,0,0,0,0,0
2021/12/30,26,0,0,0,0
2021/12/31,0,0,0,0,0
2022/1/1,0,0,0,41,0
2022/1/2,0,0,0,0,21
2022/1/3,0,0,0,0,23
2022/1/4,0,0,0,0,0
2022/1/5,0,28,0,0,0
2022/1/6,0,0,0,0,0
2022/1/7,27,0,0,0,0
2022/1/8,22,0,0,26,0
2022/1/9,60,0,0,0,0
2022/1/10,0,0,0,0,0
2022/1/11,0,25,27,0,0
2022/1/12,0,0,0,0,0
2022/1/13,0,0,0,0,0
2022/1/14,0,0,0,0,0
2022/1/15,0,0,0,29,0
2022/1/16,30,0,0,21,0
2022/1/17,37,0,0,0,36
2022/1/18,0,24,0,21,35
2022/1/19,45,35,0,0,0
2022/1/20,0,30,0,0,0
2022/1/21,0,0,0,23,0
2022/1/22,0,21,0,0,0
2022/1/23,43,0,0,0,0
2022/1/24,0,0,0,0,0
2022/1/25,17,0,0,0,30
2022/1/26,0,0,28,19,0
2022/1/27,0,0,0,0,49
2022/1/28,0,0,0,19,0
2022/1/29,31,0,26,20,33
2022/1/30,0,67,29,22,20
2022/1/31,0,35,21,0,30
2022/2/1,0,0,0,0,0
2022/2/2,34,0,25,0,0
2022/2/3,0,0,0,22,0
2022/2/4,0,0,0,0,0
2022/2/5,0,0,73,0,0
2022/2/6,19,0,0,0,27
2022/2/7,0,17,0,0,0
2022/2/8,34,0,0,0,0
2022/2/9,21,0,0,0,0
2022/2/10,0,0,18,0,0
2022/2/11,0,93,0,78,0
2022/2/12,0,0,0,0,31
2022/2/13,0,0,0,0,0
2022/2/14,0,0,26,0,0
2022/2/15,0,0,0,0,16
2022/2/16,0,0,0,0,35
2022/2/17,0,37,28,0,0
2022/2/18,0,0,0,0,0
2022/2/19,0,0,0,0,0
2022/2/20,0,0,27,0,17
2022/2/21,18,0,0,0,0
2022/2/22,0,21,0,0,24
2022/2/23,0,0,17,0,0
2022/2/24,0,0,0,20,0
2022/2/25,0,0,0,0,0
2022/2/26,0,0,0,0,0
2022/2/27,0,15,0,0,0
2022/2/28,0,0,0,0,19
2022/3/1,29,0,0,0,24
2022/3/2,23,0,0,0,0
2022/3/3,14,23,0,0,0
2022/3/4,0,26,0,0,0
2022/3/5,0,20,0,0,0
2022/3/6,0,0,0,0,0
2022/3/7,0,37,20,0,0
2022/3/8,0,18,0,0,0
2022/3/9,0,21,0,0,0
2022/3/10,20,24,0,14,31
2022/3/11,0,0,0,0,76
2022/3/12,0,0,0,0,0
2022/3/13,0,0,0,0,0
2022/3/14,0,27,0,0,0
2022/3/15,14,0,0,26,0
2022/3/16,0,20,0,0,40
2022/3/17,0,0,0,0,0
2022/3/18,0,0,0,0,0
2022/3/19,0,0,0,0,0
2022/3/20,0,0,0,0,34
2022/3/21,0,0,0,0,19
2022/3/22,16,0,0,0,0
2022/3/23,0,0,0,0,0
2022/3/24,0,0,0,0,75
2022/3/25,20,0,0,0,0
2022/3/26,0,0,0,0,0
2022/3/27,14,100,0,0,24
2022/3/28,0,0,0,12,0
2022/3/29,0,0,14,0,0
2022/3/30,0,20,30,0,0
2022/3/31,0,0,32,0,0
2022/4/1,0,15,26,0,0
2022/4/2,0,0,21,0,0
2022/4/3,13,0,0,16,0
2022/4/4,16,0,0,16,0
2022/4/5,0,0,0,17,0
2022/4/6,30,0,0,0,0
2022/4/7,15,0,0,0,0
2022/4/8,0,16,0,0,16
2022/4/9,0,33,0,0,15
2022/4/10,0,0,0,22,0
2022/4/11,35,0,44,0,37
2022/4/12,0,28,0,33,0
2022/4/13,28,16,0,38,0
2022/4/14,0,0,0,0,30
2022/4/15,0,0,15,0,0
2022/4/16,13,51,0,0,0
2022/4/17,0,25,0,0,0
2022/4/18,19,0,15,0,0
2022/4/19,0,15,0,0,0
2022/4/20,0,0,0,0,15
2022/4/21,0,0,28,0,0
2022/4/22,0,0,0,0,0
2022/4/23,0,0,0,0,0
2022/4/24,0,0,0,22,0
2022/4/25,0,0,47,0,0
2022/4/26,0,0,0,19,14
2022/4/27,0,0,0,0,14
2022/4/28,0,21,39,0,0
2022/4/29,0,0,16,0,0
2022/4/30,0,0,51,14,0
2022/5/1,12,21,19,0,0
2022/5/2,0,0,17,0,0
2022/5/3,0,0,0,16,40
2022/5/4,0,0,0,0,0
2022/5/5,18,0,0,0,0
2022/5/6,0,0,0,0,33
2022/5/7,0,0,11,0,0
2022/5/8,0,0,0,23,0
2022/5/9,34,0,0,0,0
2022/5/10,0,0,0,0,17
2022/5/11,0,0,17,0,0
2022/5/12,0,0,0,0,0
2022/5/13,32,22,0,0,0
2022/5/14,0,0,0,0,0
2022/5/15,0,0,0,18,0
2022/5/16,19,0,0,48,28
2022/5/17,0,0,0,0,0
2022/5/18,35,0,0,0,0
2022/5/19,0,0,0,0,0
2022/5/20,0,21,0,0,42
2022/5/21,0,44,15,0,0
2022/5/22,0,16,0,0,50
2022/5/23,0,23,0,0,0
2022/5/24,0,0,0,0,0
2022/5/25,0,28,0,0,0
2022/5/26,26,66,0,0,0
2022/5/27,0,39,0,0,16
2022/5/28,0,0,0,19,0
2022/5/29,0,50,0,0,0
2022/5/30,17,0,0,16,0
2022/5/31,0,0,21,27,23
2022/6/1,17,18,0,0,0
2022/6/2,0,19,0,0,19
2022/6/3,0,0,0,0,0
2022/6/4,0,0,0,0,0
2022/6/5,30,0,0,0,0
2022/6/6,21,18,18,0,0
2022/6/7,15,0,0,0,0
2022/6/8,0,30,0,50,0
2022/6/9,0,30,15,0,0
2022/6/10,0,0,0,0,0
2022/6/11,17,0,0,32,0
2022/6/12,0,0,0,0,0
2022/6/13,0,16,0,28,0
2022/6/14,0,0,0,0,0
2022/6/15,0,21,0,25,0
2022/6/16,0,20,70,0,0
2022/6/17,0,33,0,0,0
2022/6/18,15,14,0,0,16
2022/6/19,36,31,0,0,0
2022/6/20,0,70,0,0,0
2022/6/21,0,25,20,18,0
2022/6/22,0,19,0,0,0
2022/6/23,14,18,28,0,18
2022/6/24,0,0,0,0,0
2022/6/25,20,22,0,0,0
2022/6/26,0,0,0,0,18
2022/6/27,0,30,21,0,0
2022/6/28,19,47,0,0,0
2022/6/29,28,14,0,0,0
2022/6/30,0,25,0,0,0
2022/7/1,0,0,0,0,0
2022/7/2,28,0,0,0,33
2022/7/3,36,22,0,45,46
2022/7/4,53,29,0,0,0
2022/7/5,0,0,0,0,0
2022/7/6,0,0,0,0,0
2022/7/7,0,0,54,0,0
2022/7/8,0,33,77,0,28
2022/7/9,48,0,62,69,0
2022/7/10,0,0,0,0,0
2022/7/11,0,66,0,22,0
2022/7/12,28,47,0,0,25
2022/7/13,0,0,25,0,48
2022/7/14,31,100,0,0,0
2022/7/15,0,0,0,34,0
2022/7/16,33,23,0,0,0
2022/7/17,0,0,0,0,0
2022/7/18,47,0,0,0,0
2022/7/19,0,0,0,0,0
2022/7/20,0,67,0,0,0
2022/7/21,0,0,0,0,0
2022/7/22,0,30,0,0,0
2022/7/23,0,0,0,0,0
2022/7/24,39,0,0,0,25
2022/7/25,63,87,0,38,0
2022/7/26,0,87,0,0,0
2022/7/27,22,0,57,0,0
2022/7/28,0,0,0,0,0
2022/7/29,0,0,0,0,0
2022/7/30,0,54,0,0,0
2022/7/31,0,0,38,0,44
2022/8/1,32,0,30,31,0
2022/8/2,0,45,0,44,0
2022/8/3,0,0,0,27,0
2022/8/4,0,0,0,0,0
2022/8/5,0,0,0,0,0
2022/8/6,28,0,28,48,0
2022/8/7,0,0,51,0,0
2022/8/8,22,0,0,0,0
2022/8/9,0,34,82,0,30
2022/8/10,40,69,0,0,0
2022/8/11,39,0,0,0,0
2022/8/12,0,0,0,0,0
2022/8/13,0,38,0,0,0
2022/8/14,0,0,0,0,32
2022/8/15,0,0,0,29,26
2022/8/16,0,0,0,0,0
2022/8/17,0,0,0,0,0
2022/8/18,39,0,0,24,0
2022/8/19,0,0,0,26,0
2022/8/20,0,0,0,48,0
2022/8/21,0,0,0,0,0
2022/8/22,0,0,0,0,0
2022/8/23,0,0,51,0,0
2022/8/24,0,0,0,0,0
2022/8/25,0,0,0,0,0
2022/8/26,0,34,0,0,0
2022/8/27,0,0,0,0,28
2022/8/28,0,0,31,0,0
2022/8/29,0,0,0,46,0
2022/8/30,0,0,0,0,0
2022/8/31,0,31,0,0,0
2022/9/1,0,24,0,0,0
2022/9/2,0,0,0,0,0
2022/9/3,0,0,0,0,0
2022/9/4,0,0,92,40,0
2022/9/5,36,0,0,0,0
2022/9/6,0,0,0,32,0
2022/9/7,0,66,41,0,0
2022/9/8,23,0,79,0,0
2022/9/9,44,0,0,0,29
2022/9/10,0,0,56,0,0
2022/9/11,0,0,0,0,0
2022/9/12,75,0,0,0,0
2022/9/13,40,24,0,64,0
2022/9/14,0,0,0,0,0
2022/9/15,0,0,26,0,0
